#,username,data
1,Eth_Man,57701.98953298836
2,Basoosh,37931.44738413978
3,,31641.28563569178
4,Jake123194,27527.514344040515
5,carlslarson,26006.26272464989
6,kohrts,10688.818761538978
7,MemeyCurmudgeon,10075.933417235445
8,ponder_that,6420.337012527378
9,devboricha,4878.529330937338
10,rustedpopcorn,3825.6447967122576
11,,3635.1978707037256
12,killawaspattack,1864.1605884538055
13,IHaventEvenGotADog,1765.3515631444823
14,ALiteralHamSandwich,1609.514631541632
15,DDDUnit2990,1564.1797810067026
16,Aguaskeepartdeux,1524.5026582951164
17,Positive_Eagle_,1501.6782957604494
18,,1436.2201634531052
19,YokoSloNo,1359.935882904054
20,,1334.2232522301877
21,Cryptonault,1172.731673505507
22,PoojaaPriyaa,1016.0290516565576
23,sirjakobos,1010.7554169057623
24,evil_betty_,852.9731178878501
25,RayG1991,841.6172038962118
26,Prof_Void,832.7082742050515
27,MicThess,678.9653179414472
28,bzzking,674.0051460011565
29,Arafel_Electronics,625.4545990905314
30,,604.5667010786118
31,,604.5667010786118
32,ethovian08,585.8987941360078
33,__CRUSH__,463.91586332444103
34,StrangerWithin,462.6802804252168
35,DemApples4u,414.9240556554123
36,13illini,364.3409053695914
37,walkinglucky1,351.0616780901305
38,marilketh,349.868114470237
39,what_the_deuce,338.40356543861935
40,raymv1987,336.20958284305914
41,steamyp,224.003564219263
42,Alejandro_Last_Name,197.665186632952
43,gustavossj,142.07600191552694
44,,137.3678198193161
45,,130.50884962361053
46,Sargos,125.63567206332299
47,PeacefullyFighting,108.5123053733563
48,Wilt_The_Stilt_,104.11766456948816
49,pc1e0,103.33939815806787
50,satoshi0x,95.73039540062364
51,,87.07766837911821
52,DeFiGregg,82.29162729779857
53,Sharkytrs,57.636272012989025
54,whaterloowhorks,51.463846959879575
55,majic2,48.75025813000633
56,,47.37084318479044
57,ejdunia,43.23417426649871
58,InevitableComplex895,41.72670320002404
59,,39.16355771037367
60,thestonkinator,24.884131451777012
61,Spryquasar,23.256187793305568
62,,22.880116415460126
63,,21.850422643986974
64,,20.953913234133925
65,JETTTZOR,20.273408195071312
66,mcjon3z,19.14503991195988
67,fanriver,16.040526035522834
68,TheRempo,15.32966521198301
69,ethereum88,13.024723647794644
70,Interesting-Engine34,10.735549134835999
71,,9.812225286451309
72,,9.327464303778006
73,zmlari,9.003113189866033
74,,8.796414602485811
75,DaaisyJain,8.366540756083687
76,ralfy00,7.736384944587414
77,,6.911759528941132
78,,6.5813763770243385
79,skj4ua,4.634497592479492
80,,2.77111797664857
81,,2.2912474476029727
82,,1.957412978136226
83,,1.937364613480879
84,,1.8298272747866036
85,,1.7426926426539082
86,,1.3039880793966785
87,rsblk,1.2594178095470774
88,,1.236165316044854
89,,0.8200365090078278
90,SuperNoise5209,0.8143920019706319
91,,0.42649051596295734
92,420weedscopes,0.41957585177638107
93,,0.40720262610844404
94,dperabeles,0.34831067351647277
95,Samir2298,0.3393467244567002
96,,0.2794704177796819
97,,0.250888525410797
98,,0.21751920586507167
99,,0.18770805705343616
100,DreadLocksHippie,0.08752352584068647
